"LEA_STATE","LEA_STATE_NAME","NCESLEAID","LEA_NAME","SCHID","SCHOOL_NAME","NCESSCH","JJ","DISABILITY_CATEGORY","AM_M_7","AS_M_7","BL_M_7","HI_M_7","MU_M_7","PI_M_7","WH_M_7","AM_F_7","AS_F_7","BL_F_7","HI_F_7","MU_F_7","PI_F_7","WH_F_7","TOTAL_STUDENTS_REPORTED","LEP_M","NLEP_M","LEP_F","NLEP_F","CF_M","HH_M","PPPS_M","RC39_M","RC79TO40_M","RC80_M","RF_M","SS_M","CF_F","HH_F","PPPS_F","RC39_F","RC79TO40_F","RC80_F","RF_F","SS_F"
"IA","IOWA","1914640","Indianola Comm School District","00870","Emerson Elementary School","191464000000","No","MISSING",0,0,1,4,2,0,28,0,0,0,0,0,0,9,44,1,34,0,9,0,0,0,2,9,24,0,0,0,0,0,0,5,4,0,0
"IA","IOWA","1914640","Indianola Comm School District","00872","Indianola High School","191464000000","No","MISSING",0,0,2,3,3,0,45,0,0,0,1,2,0,29,85,4,49,0,32,0,0,0,3,23,26,1,0,0,0,0,6,16,10,0,0
"IA","IOWA","1914640","Indianola Comm School District","00874","Irving Elementary School","191464000000","No","MISSING",0,1,0,1,0,0,23,0,0,1,1,0,0,8,35,0,25,0,10,0,0,0,0,1,24,0,0,0,0,0,0,1,9,0,0
"IA","IOWA","1914640","Indianola Comm School District","00875","Indianola Middle School","191464000000","No","MISSING",0,1,3,3,1,0,47,0,0,0,3,0,0,20,78,1,54,0,23,0,0,0,3,10,42,0,0,0,0,0,0,6,17,0,0
"IA","IOWA","1914640","Indianola Comm School District","00876","Whittier Elementary School","191464000000","No","MISSING",0,0,0,1,0,0,21,0,0,0,0,1,0,7,30,0,22,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,0
"IA","IOWA","1914640","Indianola Comm School District","02100","Wilder Elementary School","191464000000","No","MISSING",0,0,1,4,0,0,27,0,0,0,1,2,0,15,50,0,32,0,18,0,0,0,3,3,26,0,0,0,0,0,1,2,15,0,0
"IA","IOWA","1914670","Interstate 35 Comm School District","00880","Interstate 35 Elementary School","191467000000","No","MISSING",0,0,0,0,0,0,20,0,0,0,1,0,0,6,27,0,20,1,6,0,0,0,0,1,19,0,0,0,0,0,0,0,7,0,0
"IA","IOWA","1914670","Interstate 35 Comm School District","02196","Interstate 35 Secondary School","191467000000","No","MISSING",0,0,0,0,0,0,23,0,0,0,0,0,0,19,42,0,23,0,19,0,0,0,0,6,16,1,0,0,0,0,0,5,14,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00304","Weber Elementary","191470000000","No","MISSING",0,1,9,2,0,0,11,0,1,0,0,0,0,5,29,4,19,0,6,0,0,0,3,3,17,0,0,0,0,0,1,0,5,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00436","Wickham Elementary","191470000000","No","MISSING",0,4,6,5,1,0,14,0,1,3,3,2,0,10,49,6,24,4,15,0,0,0,8,9,13,0,0,0,0,0,3,3,13,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00881","Bohumil Shimek Elementary School","191470000000","No","MISSING",0,0,0,0,2,0,5,0,0,1,0,0,0,3,11,0,7,0,4,0,0,0,0,2,5,0,0,0,0,0,0,1,3,0,0
