"LEA_STATE","LEA_STATE_NAME","NCESLEAID","LEA_NAME","SCHID","SCHOOL_NAME","NCESSCH","JJ","DISABILITY_CATEGORY","AM_M_7","AS_M_7","BL_M_7","HI_M_7","MU_M_7","PI_M_7","WH_M_7","AM_F_7","AS_F_7","BL_F_7","HI_F_7","MU_F_7","PI_F_7","WH_F_7","TOTAL_STUDENTS_REPORTED","LEP_M","NLEP_M","LEP_F","NLEP_F","CF_M","HH_M","PPPS_M","RC39_M","RC79TO40_M","RC80_M","RF_M","SS_M","CF_F","HH_F","PPPS_F","RC39_F","RC79TO40_F","RC80_F","RF_F","SS_F"
"IN","INDIANA","1812090","Vigo County School Corp","01916","Sugar Grove Elementary School","181209000000","No","VI",0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812090","Vigo County School Corp","01917","Terre Haute North Vigo High School","181209000000","No","VI",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812090","Vigo County School Corp","01918","Terre Haute South Vigo High School","181209000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812090","Vigo County School Corp","01922","West Vigo Elementary School","181209000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812090","Vigo County School Corp","01924","West Vigo Middle School","181209000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812120","Vincennes Community School Corp","01928","George Rogers Clark School","181212000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812120","Vincennes Community School Corp","01929","James Whitcomb Riley Elem Sch","181212000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812150","Wabash City Schools","01940","Wabash High School","181215000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812150","Wabash City Schools","02301","Wabash Middle School","181215000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812180","M S D Wabash County Schools","01947","Southwood Elementary School","181218000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812240","Wa-Nee Community Schools","01956","North Wood High School","181224000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812360","M S D Warren Township","01961","Creston Middle School","181236000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812360","M S D Warren Township","01963","Grassy Creek Elementary School","181236000000","No","VI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812360","M S D Warren Township","01964","Hawthorne Elementary School","181236000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812360","M S D Warren Township","01966","Lakeside Elementary School","181236000000","No","VI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812360","M S D Warren Township","01973","Warren Central High School","181236000000","No","VI",0,0,2,0,0,0,0,0,0,2,0,0,0,1,5,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0
"IN","INDIANA","1812360","M S D Warren Township","02477","Stonybrook Intermediate Academy","181236000000","No","VI",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812360","M S D Warren Township","02479","Raymond Park Intermediate","181236000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812360","M S D Warren Township","02490","Creston Intermediate Academy","181236000000","No","VI",0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812390","Warrick County School Corp","01975","Boonville High School","181239000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
