OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N,ShapeSTArea,ShapeSTLength
228,48,029,172008,48029172008,1720.08,Census Tract,G5020,S,5479454,0,+29.4751236,-098.7230674,"Census Tract 1720.08, Bexar County, Texas",5744,4011,2517,608,78,302,3,503,1733,1617,89,57,74,11,1326,3,17,0,17,5,0,8,0,8,2,104,4,24,1,28,0,1,29,4,7,0,3,0,0,0,3,0,0,0,0,0,12,0,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58964341.2929688,30403.3884970904
229,48,029,172009,48029172009,1720.09,Census Tract,G5020,S,10220935,5041,+29.4499018,-098.7359575,"Census Tract 1720.09, Bexar County, Texas",10242,7363,4383,1140,90,469,29,1252,2879,2717,154,126,171,2,2129,11,35,2,42,0,0,13,17,13,2,142,8,17,1,32,2,0,68,3,9,0,2,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110041374.826172,50892.5921385987
230,48,029,180101,48029180101,1801.01,Census Tract,G5020,S,2422398,21632,+29.4595016,-098.5380224,"Census Tract 1801.01, Bexar County, Texas",4600,2823,1819,55,90,43,2,814,1777,1720,15,45,10,4,1622,0,1,1,4,0,0,12,1,2,3,51,0,0,0,5,0,0,41,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300116.2792969,22981.947824985
231,48,029,180102,48029180102,1801.02,Census Tract,G5020,S,1049555,0,+29.4657096,-098.5367807,"Census Tract 1801.02, Bexar County, Texas",1886,1250,849,46,25,8,1,321,636,620,5,31,5,0,567,0,1,0,5,0,0,3,1,2,0,16,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11294232.9609375,19271.9888148013
232,48,029,180201,48029180201,1802.01,Census Tract,G5020,S,1999125,0,+29.4778032,-098.5329344,"Census Tract 1802.01, Bexar County, Texas",4858,3323,1632,166,73,33,1,1418,1535,1511,10,20,11,2,1412,0,0,2,26,0,0,23,4,0,1,19,0,0,0,3,0,0,13,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21512589.921875,20896.68724994
233,48,029,180202,48029180202,1802.02,Census Tract,G5020,S,1995394,0,+29.4742576,-098.5421228,"Census Tract 1802.02, Bexar County, Texas",5287,3500,1895,226,79,48,2,1250,1787,1728,16,28,7,3,1622,7,4,0,20,1,0,16,0,0,4,54,3,0,2,2,0,0,42,1,1,0,0,0,2,0,0,0,0,1,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21472418.3105469,22392.9371801093
234,48,029,180300,48029180300,1803,Census Tract,G5020,S,2664824,0,+29.4667590,-098.5575128,"Census Tract 1803, Bexar County, Texas",4525,3103,1932,80,78,12,10,991,1422,1403,6,52,3,0,1318,4,0,0,9,0,0,10,1,0,0,18,3,2,0,1,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28676117.9394531,22673.8774178657
235,48,029,180400,48029180400,1804,Census Tract,G5020,S,2181682,0,+29.4626758,-098.5708715,"Census Tract 1804, Bexar County, Texas",4262,2751,1511,167,75,31,0,967,1511,1496,10,30,7,0,1424,1,1,0,7,0,0,12,0,1,3,12,0,3,0,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23477053.8378906,23657.9071603442
236,48,029,180501,48029180501,1805.01,Census Tract,G5020,S,3152705,0,+29.4702079,-098.5896327,"Census Tract 1805.01, Bexar County, Texas",4831,3443,2095,280,65,33,8,962,1388,1350,23,38,23,0,1228,0,3,2,13,0,0,14,0,6,0,36,3,0,0,3,0,0,15,7,3,0,2,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33926220.2890625,23548.4774818168
237,48,029,180503,48029180503,1805.03,Census Tract,G5020,S,1807000,62709,+29.4606047,-098.5946847,"Census Tract 1805.03, Bexar County, Texas",4356,2740,1559,150,67,35,2,927,1616,1569,11,30,0,3,1487,2,1,0,21,0,1,8,0,3,2,47,0,0,0,9,0,0,34,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20119872.4140625,19977.5272086551
238,48,029,180504,48029180504,1805.04,Census Tract,G5020,S,1675492,68501,+29.4521007,-098.5919512,"Census Tract 1805.04, Bexar County, Texas",4245,2911,1806,172,77,21,4,831,1334,1312,25,12,4,0,1254,1,0,1,8,0,2,4,1,0,0,22,4,1,0,10,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18767055.0175781,20213.0041276018
239,48,029,180602,48029180602,1806.02,Census Tract,G5020,S,1460828,0,+29.4777553,-098.5562656,"Census Tract 1806.02, Bexar County, Texas",2917,2037,1372,91,32,30,0,512,880,828,8,23,5,0,779,2,2,1,0,0,0,7,0,1,0,40,7,5,1,1,0,0,18,0,7,1,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,15719981.1191406,19192.4393145215
240,48,029,180603,48029180603,1806.03,Census Tract,G5020,S,941198,0,+29.4848997,-098.5838637,"Census Tract 1806.03, Bexar County, Texas",2138,1488,894,188,34,71,6,295,650,626,11,17,25,3,556,1,3,0,4,0,0,4,1,1,0,24,6,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128249.1210938,14662.809780187
241,48,029,180604,48029180604,1806.04,Census Tract,G5020,S,3805654,0,+29.4812706,-098.5706326,"Census Tract 1806.04, Bexar County, Texas",5617,3570,2253,245,111,93,3,865,2047,1988,17,65,28,1,1823,12,0,0,10,1,0,19,0,12,0,57,2,0,2,5,1,1,35,2,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,40952650.8457031,30157.5178387896
242,48,029,180701,48029180701,1807.01,Census Tract,G5020,S,2912166,9486,+29.5007468,-098.5700229,"Census Tract 1807.01, Bexar County, Texas",4291,3203,1912,403,42,314,4,528,1088,1041,44,36,33,3,885,3,2,0,18,1,0,5,5,6,0,36,5,1,0,0,0,0,24,1,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31439922.0410156,22681.0587665907
243,48,029,180702,48029180702,1807.02,Census Tract,G5020,S,3300976,0,+29.4936303,-098.5844477,"Census Tract 1807.02, Bexar County, Texas",6786,4923,2877,564,107,199,13,1163,1863,1801,55,84,45,6,1542,14,5,1,19,4,0,17,1,6,2,57,8,1,0,6,0,0,25,2,13,2,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35521838.7871094,26310.6195237394
244,48,029,180800,48029180800,1808,Census Tract,G5020,S,1775732,484,+29.4928752,-098.5512475,"Census Tract 1808, Bexar County, Texas",2531,1899,1046,325,44,35,2,447,632,619,11,13,16,1,557,0,0,0,9,0,0,9,3,0,0,12,1,0,0,4,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19113884.2382812,22849.3829035531
245,48,029,180901,48029180901,1809.01,Census Tract,G5020,S,2811109,1682,+29.4968392,-098.5403548,"Census Tract 1809.01, Bexar County, Texas",5204,3225,2075,99,62,39,8,942,1979,1929,0,39,23,1,1826,2,0,5,8,0,1,21,3,0,0,47,1,1,1,1,2,0,26,2,5,6,0,0,2,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30268443.4160156,28356.8095057964
246,48,029,180902,48029180902,1809.02,Census Tract,G5020,S,2983505,0,+29.4990227,-098.5303004,"Census Tract 1809.02, Bexar County, Texas",7475,4651,2693,210,106,38,4,1600,2824,2777,14,65,24,4,2625,2,1,0,13,0,0,28,0,1,0,42,1,1,0,5,0,0,29,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,32105505.7207031,28940.1335674992
247,48,029,181001,48029181001,1810.01,Census Tract,G5020,S,2543460,1880,+29.5121915,-098.5431428,"Census Tract 1810.01, Bexar County, Texas",3252,2099,1410,158,32,64,0,435,1153,1121,15,32,20,0,1027,3,0,0,9,0,0,14,0,1,0,31,0,0,1,10,0,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27390475.5234375,25217.6017465625
248,48,029,181003,48029181003,1810.03,Census Tract,G5020,S,1697171,1049,+29.5222650,-098.5613160,"Census Tract 1810.03, Bexar County, Texas",6997,5544,2350,943,52,1556,9,634,1453,1400,68,45,153,1,1052,6,7,0,26,0,0,14,5,21,2,51,9,4,0,11,0,0,12,7,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18274616.1386719,17929.5790966622
249,48,029,181004,48029181004,1810.04,Census Tract,G5020,S,1802849,12181,+29.5132938,-098.5674430,"Census Tract 1810.04, Bexar County, Texas",5354,4020,2205,582,74,435,5,719,1334,1271,59,55,57,1,1049,12,6,4,22,0,0,5,0,1,0,63,9,0,0,15,1,0,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19531600.2441406,18773.4120535179
250,48,029,181005,48029181005,1810.05,Census Tract,G5020,S,1096186,0,+29.5023867,-098.5540500,"Census Tract 1810.05, Bexar County, Texas",4251,3115,1426,704,72,294,15,604,1136,1102,26,38,57,3,914,10,0,5,35,2,1,4,5,1,1,27,2,1,0,7,0,0,9,4,2,0,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11796091.9609375,14846.5055912248
251,48,029,181100,48029181100,1811,Census Tract,G5020,S,3534331,4030,+29.5263791,-098.5502751,"Census Tract 1811, Bexar County, Texas",5818,4128,3136,182,44,187,12,567,1690,1618,33,80,23,0,1444,1,4,2,11,1,0,12,4,3,0,60,4,0,0,16,1,0,34,0,3,0,0,0,0,0,1,0,0,1,0,0,12,0,0,2,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38076471.0351562,26706.8452610423
252,48,029,181200,48029181200,1812,Census Tract,G5020,S,3786130,0,+29.5367965,-098.5392167,"Census Tract 1812, Bexar County, Texas",4844,3398,2822,101,23,83,9,360,1446,1382,34,67,40,0,1225,3,0,0,6,0,0,3,0,4,0,62,0,1,0,3,2,0,34,1,19,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40742743.5605469,33949.2721110338
253,48,029,181301,48029181301,1813.01,Census Tract,G5020,S,1434180,3067,+29.5479597,-098.5597409,"Census Tract 1813.01, Bexar County, Texas",4290,3059,2060,382,57,112,14,434,1231,1182,47,42,53,5,965,7,6,5,31,2,0,10,6,1,2,43,8,0,1,4,1,0,22,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15466340.9550781,18217.2309388177
254,48,029,181302,48029181302,1813.02,Census Tract,G5020,S,2540824,552,+29.5423236,-098.5638293,"Census Tract 1813.02, Bexar County, Texas",6263,4436,3011,370,85,254,13,703,1827,1765,50,82,40,2,1534,5,6,2,19,1,0,11,2,10,1,57,13,1,1,11,0,0,21,2,6,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27347924.6679688,22805.421426192
255,48,029,181303,48029181303,1813.03,Census Tract,G5020,S,2073467,16690,+29.5354781,-098.5739886,"Census Tract 1813.03, Bexar County, Texas",3764,2957,1098,618,36,876,11,318,807,766,29,20,186,2,483,2,6,1,7,1,0,16,8,5,0,34,1,2,0,2,0,0,20,2,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,1,0,1,1,0,0,22492293.3574219,22086.1582464897
256,48,029,181402,48029181402,1814.02,Census Tract,G5020,S,3648685,0,+29.5122454,-098.5803117,"Census Tract 1814.02, Bexar County, Texas",2894,2364,1271,287,25,514,5,262,530,502,23,23,32,2,396,4,5,0,10,0,0,4,3,0,0,26,6,0,0,5,1,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39263594.4511719,24493.7184860597
257,48,029,181403,48029181403,1814.03,Census Tract,G5020,S,1063451,0,+29.5257754,-098.5797164,"Census Tract 1814.03, Bexar County, Texas",6182,4828,2186,674,73,1219,5,671,1354,1256,69,61,71,1,982,7,8,1,30,0,1,11,3,11,0,91,14,3,9,18,1,0,27,1,5,4,1,1,5,0,1,0,0,0,1,0,7,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11443861.3808594,14627.3885498272
258,48,029,181404,48029181404,1814.04,Census Tract,G5020,S,2656569,0,+29.5286422,-098.5882052,"Census Tract 1814.04, Bexar County, Texas",5223,4387,1922,422,52,1530,10,451,836,801,39,18,39,2,658,3,5,4,20,0,0,10,1,2,0,29,2,1,0,2,2,0,11,1,9,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,28587477.3652344,25525.9794615271
259,48,029,181503,48029181503,1815.03,Census Tract,G5020,S,2222199,0,+29.5127445,-098.6027543,"Census Tract 1815.03, Bexar County, Texas",8457,6591,4014,852,76,657,17,975,1866,1803,77,51,100,0,1519,10,4,5,17,1,0,11,6,2,0,58,2,2,0,11,1,0,31,1,5,0,0,0,3,0,1,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23913161.7285156,23447.9246378235
260,48,029,181504,48029181504,1815.04,Census Tract,G5020,S,1649873,565,+29.5058719,-098.5936735,"Census Tract 1815.04, Bexar County, Texas",6612,4858,2727,783,62,406,10,870,1754,1647,68,75,71,1,1346,12,10,0,42,3,0,15,4,0,0,92,14,0,2,10,9,0,46,2,5,4,0,0,0,0,0,0,0,0,0,0,15,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17760381.2402344,19353.8990593896
261,48,029,181505,48029181505,1815.05,Census Tract,G5020,S,2190819,0,+29.4999762,-098.6050448,"Census Tract 1815.05, Bexar County, Texas",4388,3053,2164,147,45,84,12,601,1335,1287,15,47,27,2,1149,1,1,0,8,3,0,29,2,3,0,46,7,0,1,8,3,0,15,2,1,1,0,1,0,0,5,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23575442.9042969,23839.4880214719
262,48,029,181506,48029181506,1815.06,Census Tract,G5020,S,2414961,0,+29.4930504,-098.6092462,"Census Tract 1815.06, Bexar County, Texas",3992,2887,1763,304,56,106,2,656,1105,1062,25,30,23,0,956,0,2,0,17,0,0,5,0,4,0,38,5,0,0,7,0,0,16,5,3,0,0,0,1,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25987395.0488281,25730.8160670132
263,48,029,181601,48029181601,1816.01,Census Tract,G5020,S,2588318,0,+29.4753342,-098.6024199,"Census Tract 1816.01, Bexar County, Texas",3189,2202,1431,146,38,26,0,561,987,963,6,28,3,0,911,3,3,0,3,0,0,6,0,0,0,22,0,0,0,7,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,27852853.6132812,28175.7906826517
264,48,029,181602,48029181602,1816.02,Census Tract,G5020,S,3727344,0,+29.4579251,-098.6140374,"Census Tract 1816.02, Bexar County, Texas",5639,3913,2366,429,53,77,4,984,1726,1682,37,27,15,1,1553,2,4,0,23,0,0,10,4,4,2,39,1,4,0,7,0,0,18,5,2,1,0,0,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,40109871.0859375,27303.5705541336
265,48,029,181703,48029181703,1817.03,Census Tract,G5020,S,3764552,2533,+29.5271515,-098.6523463,"Census Tract 1817.03, Bexar County, Texas",7034,5095,3815,339,59,189,6,687,1939,1864,57,91,85,1,1582,4,16,1,11,3,0,5,6,2,0,67,9,0,0,11,5,1,26,4,11,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40537793.8808594,28711.9940124585
266,48,029,181704,48029181704,1817.04,Census Tract,G5020,S,5732875,11406,+29.5023002,-098.6345896,"Census Tract 1817.04, Bexar County, Texas",5904,4084,2515,256,75,220,5,1013,1820,1782,21,67,18,3,1609,4,5,0,19,1,1,24,2,6,2,38,3,5,0,4,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61814243.0605469,36420.6330633731
267,48,029,181705,48029181705,1817.05,Census Tract,G5020,S,4490895,0,+29.4806068,-098.6170515,"Census Tract 1817.05, Bexar County, Texas",6736,5171,2822,670,69,629,17,964,1565,1508,60,54,43,6,1284,1,15,0,18,0,0,23,0,3,1,50,4,3,0,13,0,1,24,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48326484.5585938,30149.5685862363
268,48,029,181711,48029181711,1817.11,Census Tract,G5020,S,3743738,476,+29.5120429,-098.6494648,"Census Tract 1817.11, Bexar County, Texas",8400,5718,3858,521,78,427,13,821,2682,2579,114,90,86,5,2214,3,12,0,28,0,0,14,8,5,0,99,16,2,0,9,10,0,46,6,8,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40291552.9960938,26528.638451109
269,48,029,181712,48029181712,1817.12,Census Tract,G5020,S,1687802,0,+29.4930180,-098.6596257,"Census Tract 1817.12, Bexar County, Texas",3635,2557,1833,175,26,105,5,413,1078,1038,15,44,34,2,911,2,5,0,19,1,0,2,0,3,0,37,2,1,0,5,0,0,20,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18162430.8945312,18758.5963037873
270,48,029,181713,48029181713,1817.13,Census Tract,G5020,S,4184826,1169,+29.4920930,-098.6472728,"Census Tract 1817.13, Bexar County, Texas",7155,5001,3437,373,84,129,7,971,2154,2090,54,103,51,0,1824,4,5,0,15,0,2,14,4,14,0,56,3,2,0,9,4,0,32,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,0,0,0,45045472.421875,33215.9858232867
271,48,029,181715,48029181715,1817.15,Census Tract,G5020,S,1932126,0,+29.4994275,-098.6859053,"Census Tract 1817.15, Bexar County, Texas",5958,3990,2596,250,64,66,1,1013,1968,1909,49,60,36,6,1700,7,9,0,4,3,0,23,4,8,0,57,6,2,0,9,0,0,30,2,3,3,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20791629.0253906,21015.5624032026
272,48,029,181716,48029181716,1817.16,Census Tract,G5020,S,3866343,1643,+29.5080917,-098.6954648,"Census Tract 1817.16, Bexar County, Texas",7167,5006,3147,360,108,90,9,1292,2161,2077,63,69,39,7,1842,6,4,0,19,0,0,21,2,4,1,83,12,11,0,10,0,1,38,1,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,41623489.2792969,33407.5186558849
273,48,029,181718,48029181718,1817.18,Census Tract,G5020,S,2484692,0,+29.5278207,-098.6716386,"Census Tract 1817.18, Bexar County, Texas",5023,3473,2588,213,44,74,11,543,1550,1471,47,95,48,0,1242,5,5,1,7,0,0,4,6,11,0,77,8,4,0,6,5,0,39,0,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26737864.9960938,24402.2236253495
274,48,029,181720,48029181720,1817.20,Census Tract,G5020,S,1953154,4322,+29.5461035,-098.6600963,"Census Tract 1817.20, Bexar County, Texas",4324,2993,2263,170,35,129,1,395,1331,1275,31,42,66,1,1107,2,0,0,8,1,0,13,0,4,0,55,1,0,0,15,2,0,34,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21064503.9648438,20341.2904690124
275,48,029,181721,48029181721,1817.21,Census Tract,G5020,S,1851552,626,+29.5427633,-098.6739950,"Census Tract 1817.21, Bexar County, Texas",3211,2202,1591,171,31,80,2,327,1009,942,23,27,30,4,826,1,3,3,8,3,0,7,2,5,0,47,6,1,0,5,4,0,21,0,8,0,0,0,0,1,0,1,0,0,0,0,18,2,0,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,19931410.8027344,23461.4161209781
276,48,029,181722,48029181722,1817.22,Census Tract,G5020,S,1803458,0,+29.5135739,-098.6728634,"Census Tract 1817.22, Bexar County, Texas",4707,3292,2215,275,33,129,23,617,1415,1358,56,70,54,7,1133,2,3,1,12,4,0,5,3,7,1,53,2,1,0,7,0,0,35,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,19407051.9042969,19842.2935489368
277,48,029,181723,48029181723,1817.23,Census Tract,G5020,S,1343243,0,+29.5216024,-098.6784302,"Census Tract 1817.23, Bexar County, Texas",4084,2864,1823,238,45,105,11,642,1220,1174,55,34,43,1,1015,3,4,0,7,0,0,7,0,2,3,41,2,0,0,12,1,0,16,1,6,1,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14454678.3515625,17711.6332127935
278,48,029,181724,48029181724,1817.24,Census Tract,G5020,S,7076549,24380,+29.5527545,-098.6903421,"Census Tract 1817.24, Bexar County, Texas",5383,3777,2703,227,40,193,2,612,1606,1541,49,65,64,0,1336,1,2,0,15,3,0,4,1,1,0,56,3,3,0,16,0,0,27,0,6,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,76413658.84375,35924.9927430305
279,48,029,181725,48029181725,1817.25,Census Tract,G5020,S,3122336,1507,+29.4601895,-098.6260127,"Census Tract 1817.25, Bexar County, Texas",5641,4224,2163,720,77,197,26,1041,1417,1356,42,44,40,8,1161,6,4,1,15,0,0,13,6,11,5,53,10,0,0,9,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,33615594.7167969,37581.4955140572
280,48,029,181726,48029181726,1817.26,Census Tract,G5020,S,6757288,9136,+29.5312744,-098.6945613,"Census Tract 1817.26, Bexar County, Texas",13282,9636,6273,908,103,603,24,1725,3646,3478,157,110,138,14,2903,17,18,4,54,0,0,31,13,19,0,149,7,18,2,26,5,0,51,4,35,0,0,0,0,1,0,0,0,0,0,0,19,3,1,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72813737.4550781,33540.6967521181
281,48,029,181727,48029181727,1817.27,Census Tract,G5020,S,2822472,0,+29.4718355,-098.6415982,"Census Tract 1817.27, Bexar County, Texas",3944,2665,1377,296,72,155,0,765,1279,1232,8,19,38,0,1127,13,0,2,10,0,1,4,8,2,0,44,4,2,0,5,0,0,24,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30372556.8046875,32841.1720755315
282,48,029,181729,48029181729,1817.29,Census Tract,G5020,S,8696577,46627,+29.5261089,-098.7445249,"Census Tract 1817.29, Bexar County, Texas",13707,9859,6027,1310,133,656,46,1687,3848,3657,175,138,182,10,2988,16,37,3,43,4,0,19,22,19,1,166,5,17,0,31,6,0,51,12,37,0,0,0,0,7,0,0,0,0,0,0,25,3,0,15,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94085895.1699219,38519.4475462741
283,48,029,181730,48029181730,1817.30,Census Tract,G5020,S,1529309,0,+29.4928775,-098.6703618,"Census Tract 1817.30, Bexar County, Texas",3920,2659,1718,213,81,87,4,556,1261,1222,17,33,38,1,1090,1,8,0,16,2,0,9,4,3,0,36,2,5,0,3,0,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16456917.4492188,24599.2922405697
