224,419
150,718
576,1933
103,504
751,3426
161,432
2620,9025
103,436
571,1198
59,496
477,1891
91,734
322,1100
92,827
168,911
159,911
396,2082
240,1717
31,626
186,1938
249,980
2402,12581
144,690
2448,16031
135,807
1184,5454
158,830
90,412
942,4110
134,347
898,4419
174,764
249,1203
642,2601
256,2073
120,543
66,619
4130,23793
90,308
408,1616
630,3853
1678,4420
136,986
144,930
184,2754
1769,5895
372,3277
139,371
436,1610
750,2566
115,990
141,685
134,700
587,2925
115,502
69,564
641,2720
281,775
159,1083
116,2096
48,206
21,252
52,96
619,12036
5722,22210
387,716
1868,11024
3602,12880
83,272
252,11315
560,14881
21,291
1129,3450
267,6680
351,739
3523,21975
2251,28355
1850,23129
3,12
446,9964
723,2512
324,4988
966,2532
1482,12993
57,499
8,778
892,2520
461,1621
82,185
155,2452
185,1518
592,2231
440,2368
2350,14944
1295,7086
135,635
447,2047
1346,3793
355,2021
585,2796
665,5315
494,1770
5688,14427
2013,6661
433,1426
206,1988
533,4022
109,1086
3348,16730
2347,14375
191,702
465,1714
227,720
8855,26728
119,690
291,1962
233,4896
1989,14314
942,2679
885,2124
323,1347
1018,5301
848,2898
351,2545
208,552
182,2599
289,843
2410,20169
160,5631
26,547
2248,8310
892,9495
165,3660
2,116
1726,8942
35,83
136,346
45,79
162,1664
633,6036
249,545
48,110
2537,10177
71,393
32,187
3632,19026
635,3911
4940,18970
7153,32141
182,1934
435,1778
126,485
158,837
5272,21372
3525,16653
955,9461
301,518
302,1620
52,436
66,232
242,1166
1273,3046
405,4760
1591,5070
390,2003
2264,8400
51,141
11844,30904
3227,12921
7,132
123,374
35,76
1500,4552
40,373
2448,6391
269,872
1001,3607
63,394
486,2504
737,1908
951,10104
67,352
391,1682
2462,12124
21,153
136,4328
3,44
242,4948
48,1020
724,10097
786,7097
563,3923
12,67
4,16
39,151
40,196
32,135
214,616
2,32
58,212
214,1231
0,13
12,580
36,168
6,13
33,90
3170,17122
834,9638
17,168
90,376
6,77
1124,3980
426,1858
498,5897
741,9017
139,686
9,26
58,549
34,475
45,454
11,133
281,4743
48,548
1397,4822
3559,18146
19,212
1490,15186
171,3445
14,88
34,117
681,4920
92,316
22,207
149,344
240,1586
198,3204
4736,17226
773,2905
3085,9255
23,43
429,1168
73,897
163,3600
39,460
827,7302
635,8525
15,55
0,71
26,182
4704,46489
73,683
850,11349
177,2607
380,2205
564,1114
225,2177
3,12
478,9356
32,197
932,4179
1870,6314
778,4429
3614,15907
328,1736
939,4073
828,4375
2262,17132
3471,23887
878,4808
122,582
8,186
2558,12578
3826,28173
707,2241
308,1129
68,330
4139,23739
2,30
24,277
746,7193
10,255
21,161
158,1429
4859,44119
6237,16421
1354,4274
3,5
13,173
108,349
42,30
5207,22190
126,733
88,487
12,200
183,1509
8869,22542
1528,19005
10,117
1192,3318
749,2109
289,1071
5567,53708
166,3182
650,5957
215,941
1883,12087
17,143
410,7032
619,17814
105,370
1901,4151
143,601
373,4023
725,8729
15,24
21,144
198,4482
1355,3623
1435,4314
2753,7134
1,60
249,1272
6,15
4804,28493
76,211
116,1982
683,3266
27,175
3533,21962
748,6881
716,3748
84,170
9,192
62,87
24,63
87,1015
960,1820
11,308
3075,23093
956,8711
109,421
1078,3402
313,1040
1554,4995
578,6645
2566,8263
2248,8837
54,166
1781,8979
299,3474
9044,63979
9,193
2,16
36,313
84,702
771,3036
371,5429
956,3644
667,2578
3685,15766
1505,7446
134,950
1161,14306
162,3405
1232,11415
177,1287
830,2665
2975,21627
259,1174
1034,5038
359,2161
8,13
20,151
744,3903
580,2259
7,31
2141,20786
8595,38946
49,389
35,263
6,9
465,1848
11,19
203,1080
567,6263
501,2610
39,472
2012,7731
1981,36231
423,11095
6,29
30,329
27182,73744
497,3257
2609,13744
2365,13882
835,3649
350,2190
11297,44327
2,62
1612,4675
901,2316
8,30
26,147
131,414
18,237
1511,11276
4537,26557
580,7405
60,481
33,709
61,69
404,3593
0,85
43,660
504,1749
11,144
38,725
1,37
6,14
2688,9317
647,3566
18,204
3561,21300
221,1319
644,2413
81,262
643,1863
3461,18466
1764,6095
863,3792
30,97
10,120
144,529
22,255
81,1205
2328,8356
3353,20336
230,1204
111,1145
4859,21984
131,1360
30,1110
53,1401
348,2387
729,5430
430,1577
141,963
23,247
4,62
15,57
5,18
18,99
1373,8426
37,191
559,6991
2016,16176
25,195
15,40
440,4119
3,19
3,7
4321,9081
41,415
27,468
79,334
157,604
61,352
5,12
232,2306
750,6141
423,4315
430,1447
21,199
38,131
22,310
7,56
63,265
2,28
3625,19352
541,1693
60,1234
4,139
565,2514
1277,5052
9501,39199
290,895
257,1153
468,2369
660,2661
3047,10099
212,465
63,815
444,2234
289,1158
9,92
71,403
12,20
494,1012
4,19
12,140
45,597
1198,3416
155,4184
1166,4709
102,176
2127,12753
92,3598
288,2940
7,13
171,3110
2,98
13,249
6,181
419,3907
367,1513
7,72
229,1371
150,326
606,5374
1119,3110
3970,14797
94,1506
632,11335
130,824
55,298
237,695
7,136
1322,5762
143,378
256,500
723,3282
771,3363
415,1958
1288,5796
1114,3029
25,62
7,215
66,633
533,8205
2,7
1888,9409
429,2249
1607,4450
26,22
485,4464
6,16
327,2005
410,1841
758,13747
751,2528
6341,29436
48,101
20,507
58,1343
2357,9710
90,301
16831,75045
125,2970
469,9821
174,4421
167859,511551
2827,10477
72,3409
103,3081
105,594
356,1794
13,139
133,499
345,3188
76,263
1265,10564
69,517
3950,14851
6264,20495
1595,6077
4,142
114,1195
10,40
3985,23852
31,291
2,9
17,284
7,186
105,299
424,1684
106,821
89,1454
382,4135
2838,9650
38,332
129,1388
32,59
1261,3542
274,1054
0,77
143,838
98,503
48,512
776,10307
1021,10060
80,3004
4440,11061
35,176
3640,10486
9,70
31,618
316,1423
18,86
189,3078
159,2378
42,285
12,128
4092,16580
2762,15084
245,869
1267,2843
53,168
906,5690
171,475
65,179
9,88
75,411
1779,10960
4,35
524,6300
47,1828
416,4795
7220,33494
752,9137
2319,8660
207,1060
171,558
7,128
300,1670
16,20
2379,6781
386,2543
523,5126
245,4292
0,97
4321,31140
382,2488
5,82
16,157
347,1762
1468,17802
1269,5735
318,1010
134,830
437,2607
1018,11720
55,188
41,1574
40,75
542,5862
22,462
858,6528
474,3121
3452,21735
5,43
380,4197
42,743
17,253
738,4743
3031,18646
726,7674
14,161
279,2134
1272,10353
29,905
124,4593
14,67
61,568
66,395
10713,37313
475,5348
1478,8644
423,2636
2841,18336
344,2554
175,1928
5566,21715
120,324
4818,27554
118,887
569,5132
8,21
60,2535
43,1764
929,2391
706,2121
32,89
6,88
3186,16719
2680,16856
142,635
2,134
139,1972
128,392
106,586
3542,22622
353,1268
6662,23109
4860,20505
542,12262
805,3006
129,566
476,11342
1,3
21,136
955,3459
3593,15590
1396,3397
3834,16988
1170,6092
5,36
1619,6275
1859,10811
196,2126
356,5252
54,2622
249,1474
6,120
103,1353
59,304
280,1593
19,67
2099,11776
408,1075
2913,25871
79,738
352,4031
206,1270
21,120
361,803
9,207
18,184
192,1099
821,6538
14,83
217,491
446,1834
87,1242
43,151
95,698
7149,25323
55,190
5,57
71,255
12,604
1949,36413
26,147
122,297
587,5586
97,641
3,7
815,2819
21,83
665,2033
456,1650
696,3224
2979,21548
1221,7705
77,1370
28,160
881,2619
324,3626
3,12
6119,27062
31,248
334,633
6,212
5721,29295
949,3343
284,3518
147,1034
85,333
754,5088
599,3196
334,1881
6290,42158
8,152
488,2409
73,355
534,3911
608,5821
231,1541
652,2277
817,10745
629,9968
25,383
8,143
145,435
3233,13639
10275,43676
2804,27636
372,2471
1765,9207
2682,15663
27,147
26,105
371,3036
18427,50825
257,2527
62,3194
23597,105160
746,13023
9504,51089
986,5124
2370,10319
3449,30694
7662,40926
1195,8859
1704,10515
182,2608
10,74
776,7743
296,3052
2137,20156
892,11815
568,8906
106,597
30,575
241,713
732,4784
318,2644
845,32646
1096,4650
2494,11896
13406,49021
1144,15483
1,58
242,2097
696,4630
1563,7923
1065,11026
449,3664
821,5020
1482,10950
58,944
627,6953
73,1786
11,86
640,10089
91,120
527,2296
24,192
90,487
129,366
3,17
1822,6453
18,214
61,332
782,9157
39,166
62,296
33,156
789,4317
28,163
71,515
79,411
1535,5121
177,1294
1,6
380,2133
1720,16673
87,542
21,82
1301,7527
4819,9951
173,2998
629,5011
198,600
38,258
572,3958
256,748
193,995
206,1964
55,530
86,483
1722,7946
53,245
358,4790
807,8791
969,2777
166,779
979,3664
50,36
10,229
5,35
42,987
128,331
211,1190
922,3148
633,3515
12926,39080
51,146
46,85
403,796
747,5343
107,344
31,661
117,819
184,351
508,6766
29,107
296,1116
39,790
7057,38919
1267,8053
809,2327
310,1022
249,3801
227,4807
972,4240
760,5838
132,1889
305,962
481,1480
40,146
212,589
1875,23658
67,222
335,5507
5,125
21,210
7,12
86,300
2852,10069
1365,5495
133,397
3237,24084
40,266
49,1202
15,154
1353,5983
212,5782
18,678
1287,12403
127,1048
152,567
44,238
3231,13369
15,167
1945,17250
3730,12930
308,729
7571,28864
3663,21148
9,75
176,3598
1050,14305
1340,3647
542,1864
116,510
1677,7955
42,867
61,877
63,218
961,2941
110,284
1368,8983
85,654
912,9464
661,6881
2448,9344
138,372
69,187
4,182
49,169
142,1375
67,782
18,326
1143,6090
1590,11789
1851,23689
190,1355
408,1528
133,368
8,30
2,18
285,1441
34,256
426,1305
11,160
162,1549
588,2071
1719,10582
14,411
233,433
214,1581
284,998
141,698
2626,13147
1510,9130
2673,34878
587,1700
3811,20752
178,1103
85,287
52,179
155,831
117,722
21,216
8,117
1361,25844
1835,7400
14,4
42,118
87,372
657,2336
117,182
353,1660
20,101
32,178
71,1678
123,912
6487,40894
127,928
131,1377
75,1126
11,112
1935,31282
8,464
16,176
1238,17909
210,1506
145,1059
167,781
31,2870
98,458
6,42
845,3555
217,644
19,207
3188,55699
276,5220
112,810
47,451
6055,27427
797,2784
50,212
9,80
83,367
165,440
16,165
24,205
142,411
906,5058
15982,91822
49,750
46,250
1569,67597
581,5222
28,184
592,6931
139,1912
17,228
25,226
159,2471
189,1055
468,2759
243,1141
102,731
1417,21448
25,192
314,1346
2422,30011
368,2428
457,3278
1306,8338
82,383
99,288
205,1966
28,488
570,5637
48,204
124,1301
3679,22082
151,1180
3437,22398
16,88
216,2070
56,279
3386,11774
41,350
14,443
16,96
78,359
56,308
82,583
38,570
105,790
6407,86131
232,3891
49,520
19,42
340,2475
167,1095
9,57
25,263
16,109
91,406
235,1028
391,1423
66,227
198,1036
387,1566
170,1719
87,476
669,15642
11,119
2765,32421
1541,16278
103,500
81,1400
34,140
955,8917
40,256
81,742
19,301
85,303
76,232
318,2234
294,1153
1084,6260
348,6703
52,317
39,239
54,359
18,243
23,171
29,119
15,170
79,625
10,42
5000,16924
1089,9862
39,512
31,355
570,4813
257,796
62,125
147,1255
113,210
73,369
70,310
32,370
1357,9695
20,107
318,1402
12,68
35,351
109,341
169,2673
414,2289
3,205
58,1018
31,228
238,3592
47,372
63,902
4029,38870
11,44
422,982
15,46
43,186
197,553
25,168
17,267
113,397
2070,9437
30,192
92,605
34,249
254,6300
323,2502
15,106
92,1227
14,204
605,2272
52,394
122,3208
10,248
147,2781
31,364
211,3047
320,2135
29,806
20,183
252,2900
6446,20735
1318,7790
124,2628
133,894
4,70
87,457
68,1588
19,147
143,4227
18,205
128,1761
186,2415
9,87
37,430
11,74
103,1682
105,1958
1720,11429
196,4785
22,275
274,1357
46,829
43,1017
84,1861
1613,6764
452,2729
129,2772
163,1068
14,150
40,904
74,2682
668,5174
17,343
454,9927
221,4097
13,164
250,5904
78,1861
788,9063
186,1768
476,4298
173,3361
777,5348
10,93
7386,19236
23,172
17,701
16,225
318,2483
58,1002
141,2392
37,390
52,911
99,2829
1223,6187
75,1133
25,491
1696,7699
669,4504
439,5749
192,3138
218,2164
625,4251
3407,9923
178,4219
210,2300
24,501
5310,21135
891,3645
249,4103
292,4052
224,4384
7,95
97,1778
29,281
169,3265
37,749
1739,11480
1128,3443
72,1260
53,1162
74,1846
321,2245
322,2359
138,1451
33,386
84,1370
58,437
207,1174
46,913
41,917
100,2393
38,689
70,1670
92,1707
172,3541
114,2183
67,2038
60,1270
31,233
34,394
48,914
82,2197
40,1057
45,1480
31,893
148,4897
180,2693
32,397
11,298
13,119
181,2167
45,139
370,4691
26,299
162,4103
60,1344
188,4224
374,6459
48,334
175,1515
2250,15810
50,380
230,2074
848,6771
266,2207
76,872
101,1008
58,2440
610,3930
261,6709
12,53
414,3086
31,276
390,5982
5130,18876
185,2516
163,2767
785,9678
1350,5755
56,728
83,2330
230,5549
232,3577
40,438
126,4020
193,526
999,3277
429,3184
208,1545
149,2269
36,830
148,844
718,10876
773,5448
1320,7932
2033,6487
4421,14229
2397,9870
161,1360
1775,10654
1026,3892
547,2449
966,4019
1779,10479
3211,15741
877,3464
740,5489
708,2537
20504,47648
6282,29737
1082,5044
5725,28073
998,3214
14486,73465
51365,271956
612,2237
2816,15901
3972,15542
4901,37521
9491,46832
2521,10187
84519,354832
1801,4836
733,2187
31702,129489
11865,40258
2971,13026
440,1305
2876,5317
632,2673
425,1675
468,1977
719,1651
1598,5206
2662,7322
4516,22445
4240,12398
45437,216924
785,3276
3181,17792
1565,6646
496,726
338,1216
9366,43174
17384,93221
6798,34232
1663,5576
281,1422
1072,2785
8580,48893
12253,43087
3029,18807
1448,8500
1476,11876
4872,31683
1811,6410
44755,204738
12571,65930
31505,193458
13971,73682
18690,101650
28717,104040
4676,11143
3684,27850
5948,42901
9904,67905
3142,40189
8283,40846
1592,8648
1884,6127
1041,2846
450,2328
15609,62893
862,5190
2554,9480
964,3357
3176,12286
1052,3639
572,1706
18118,52027
830,2158
174,286
1953,5219
557,2792
2357,13803
2659,13537
1154,3353
924,3150
9723,24563
529,2711
862,3432
206,2284
915,2147
935,9169
492,4808
2655,10609
1368,4382
888,3482
711,4226
322,609
1646,9392
663,2195
3715,14933
974,5119
895,4553
1755,10890
529,1726
10184,37505
203,845
844,2875
3683,42309
157,1306
4227,13905
221,240
13937,54651
402,1516
12760,111692
2489,7777
2822,9642
2134,27165
307,1639
959,3221
3223,22772
510,1704
1618,4082
415,2145
1728,7899
483,3568
391,5782
1617,5184
28394,99717
842,3357
630,1274
6177,14551
4541,26475
912,2381
1420,6499
726,2125
251,840
1501,12384
934,3056
1556,4332
799,1922
740,2953
1488,20138
2274,9798
2397,48116
885,3696
16513,95238
1905,8022
1054,4169
108,539
3655,13159
1163,6762
1227,4696
673,2610
3619,10371
27533,178994
1254,6911
4708,27433
418,880
831,3452
590,5289
1018,3567
502,2116
5864,42008
5544,29490
430,1733
1145,7696
575,2415
876,3314
242,3723
916,2635
521,1152
426,1165
864,5414
688,2692
499,1735
774,6455
2415,9986
294,1131
937,3714
2223,10640
775,3856
688,1370
1053,4922
1643,8926
476,1408
1206,3974
541,1380
1030,2761
344,1005
1033,2181
698,4063
376,918
588,3097
1770,7442
9985,32135
4000,19621
510,7772
448,2162
3339,29415
1127,3663
280,1472
853,4391
898,3658
395,3369
2017,7837
444,1437
884,2938
136,333
490,2252
445,915
11021,31087
3380,18595
1962,6423
245,1320
699,2346
545,1502
172,1780
1105,4011
215,479
1763,4730
274,480
87,173
1299,3872
396,1415
713,1869
639,1358
936,5840
966,2876
2310,7868
1059,2993
250,1054
401,1129
91,1401
572,1237
378,804
595,2883
1224,4157
3186,8383
621,2544
2177,8810
2444,13951
2035,6516
327,608
1077,2887
1637,5394
107,344
370,1008
817,3810
3240,13073
405,1185
528,1586
467,1386
1080,3271
22463,180815
318,1109
785,3627
24,259
25,231
130,733
309,1418
6,18
22,118
229,1216
6,12
56,407
163,1195
817,3902
294,3439
28,135
3513,28475
454,1514
102,306
318,1344
90,414
1726,6425
21,161
37,126
1337,9234
128,221
790,5612
58,303
93,363
34,141
1613,10777
79,386
216,349
53,266
24,90
44,217
1291,12512
240,2424
529,3286
202,1671
95,857
414,2163
208,1801
65,220
42,309
87,434
274,1377
71,509
64,383
69,341
31,180
225,1096
46,222
1669,10856
625,5999
753,4011
251,403
263,1106
22,245
176,1968
46,138
811,5241
741,4403
110,495
682,4527
24,248
848,5002
225,1301
171,941
60,1189
57,180
103,864
3454,39314
426,4018
26,112
689,4288
353,2568
772,3950
39,105
37,346
2981,15692
176,1016
21,161
19,170
40,425
127,1334
210,1145
160,1071
355,1508
2,10
2065,12573
1057,6089
86,439
3,5
51,186
46,751
19,180
231,837
292,2353
99,525
283,1798
88,895
16,98
148,1003
182,1629
8,49
236,1809
4,7
1632,9258
105,588
136,502
302,1544
197,1085
85,613
65,740
102,575
64,509
145,841
145,725
252,1904
92,611
134,552
333,2146
62,613
59,264
165,964
130,1375
204,766
21,127
110,1025
257,948
12,123
14,106
47,465
87,449
82,605
881,3203
481,1573
129,714
143,648
95,560
357,3942
21,57
85,421
100,1046
137,1163
98,708
96,687
83,359
234,737
68,1083
58,491
225,1091
133,590
116,802
303,1704
109,945
21,75
70,749
120,1211
21,274
173,1055
49,210
57,363
64,330
68,415
137,590
54,185
44,355
197,1332
277,1145
69,263
49,268
234,965
137,514
89,353
88,907
65,225
62,485
596,4053
23,72
9,217
57,421
14,89
29,141
264,1578
115,613
1812,6119
27,391
199,706
141,502
35,379
197,2798
140,2804
80,2325
179,1284
127,708
105,983
409,1884
404,1756
199,5567
930,11867
26,73
21,140
250,1205
28,167
70,351
97,1117
106,649
218,1337
4224,14014
2229,12054
8,392
42,598
33,731
336,4882
20,157
595,8688
9,183
37,323
347,5849
256,4784
84,1003
60,303
146,530
62,128
201,1028
874,3724
786,4658
693,2450
960,8162
41,289
37,604
248,2220
267,1179
147,546
507,2581
714,2750
622,3551
383,2474
55,190
103,1745
108,595
1034,2992
66,1384
1293,5239
725,3712
1014,5302
51,226
381,2424
23,124
46,163
282,1483
250,2080
57,606
945,4972
721,2881
33,702
250,2160
69,1187
87,369
214,1371
18,61
117,603
290,4172
64,185
130,706
18,529
95,1511
1795,3435
255,388
314,973
386,1055
68,482
123,873
210,867
488,2434
75,275
555,1545
383,980
874,7565
252,1448
175,1176
300,1435
2184,20809
112,435
86,538
331,2234
207,2442
50,771
43,1017
96,748
47,1374
87,469
56,350
66,591
439,1260
238,861
42,506
63,467
2006,9930
82,452
140,1241
597,2715
190,940
33,288
100533,371458
1268,3141
421,1434
2990,11828
68,387
30,275
47,291
148,1091
121,1050
308,1866
330,3707
154,2218
102,522
1323,6300
62,464
87,1992
228,1295
209,986
265,1291
37,351
12,109
187,422
36,214
391,1349
58,516
5,93
836,4763
146,594
460,7321
276,6119
85,442
21,121
91,428
14,71
6,101
2302,5550
2772,8753
55,1052
10,104
81,2628
1144,6484
37,202
55,467
71,431
724,4383
81,221
189,971
59,513
446,2764
1005,2688
989,2059
61,158
49,297
252,5124
293,4963
287,4398
211,1020
295,1464
59,614
84,547
37,222
84,410
222,821
139,577
73,681
620,3440
620,2531
147,987
257,1541
59,517
496,2404
3370,5597
37,328
41,448
86,429
141,939
518,7515
446,2488
181,448
298,1184
5493,38488
821,6817
126,372
30,1097
404,3881
346,8536
49,687
459,2916
25,337
165,810
16,303
52,647
22,78
110,1578
792,7882
270,3519
222,1896
88,802
36,212
164,726
81,305
103,755
10,3
152,1460
34,266
136,946
56,631
254,1412
309,2338
150,827
249,1648
96,861
104,790
28,413
62,2488
51,306
165,1317
71,513
40,656
160,668
1239,3970
78,2177
63,452
86,835
1159,4337
94,514
17,193
15,197
98,843
19,100
237,2605
362,5800
151,1644
11,261
36,810
59,217
21,206
303,1373
292,3587
666,8150
67,1183
367,4776
326,1144
288,3028
72,938
23,77
32,197
1683,6063
140,666
124,1797
48,498
49,192
237,3759
118,2797
68,309
63,452
32,229
258,1796
74,371
216,2033
42,1232
97,431
124,636
32,237
79,434
172,601
1003,6545
552,1877
51,393
28,221
323,2714
889,1936
664,1011
182,893
228,4390
378,1033
545,2453
132,1746
118,947
86,436
432,2847
149,3685
38,903
301,1741
75,440
47,680
126,3785
253,4282
7,160
170,3811
201,2020
191,2840
98,2012
355,1219
302,845
265,9563
56,321
55,920
221,2062
212,984
124,979
15,70
52,1032
43,227
627,3331
37,171
241,1317
393,2544
103,1862
243,1060
2288,11395
905,6615
69,424
1582,5002
31,213
194,1596
18,100
36,451
513,1977
119,3269
12,77
115,1717
384,3461
101,514
130,1075
60,548
147,1389
43,191
172,3123
166,1375
37,221
42,886
94,1644
48,1561
166,2598
167,2528
213,5644
596,2671
91,411
278,917
207,1218
171,956
320,1186
166,571
36,193
120,1394
117,840
73,1422
41,515
440,3437
46,604
56,2289
87,3393
19,148
31,263
7,195
136,1029
293,1148
125,753
190,6944
38,1811
183,1212
6,112
135,1445
293,1419
244,3774
266,3121
89,225
32,73
98,1473
411,2477
212,4002
434,2055
327,726
146,1443
254,3128
632,6388
12,112
34,1463
404,2768
231,1839
71,1180
224,4421
57,688
808,3878
112,585
887,2739
87,1217
641,2564
215,1313
59,416
210,3791
485,1999
676,2682
886,3386
1431,4865
28,304
6,57
414,4473
181,2238
64,650
56,672
245,1156
91,564
42,284
207,1651
57,865
41,974
374,1867
36,1157
78,410
57,758
28,187
211,4700
102,2819
88,1559
1175,7259
177,993
25,288
107,1629
52,248
147,1177
86,913
108,1031
33,317
128,3061
51,648
76,907
1651,8297
172,370
78,466
98,2303
52,528
108,1166
519,1612
287,1152
167,2253
73,431
158,1671
165,2012
629,1944
737,16607
85,600
35,400
35,241
103,536
5,86
66,512
98,896
23,167
165,5223
59,248
145,3936
14,170
13,262
86,594
570,4563
196,616
1482,12197
116,1076
179,1647
108,626
668,3411
81,567
65,1789
240,5171
56,434
43,283
17,928
405,3286
319,1771
326,6122
139,3371
9,76
62,277
114,606
27,165
90,563
18,87
3,33
282,3581
196,2446
195,1838
61,609
42,338
239,1415
45,1053
529,5093
901,17924
422,2059
229,1329
1253,12461
984,11707
75,303
220,618
75,365
91,684
168,1976
312,1316
77,515
254,1355
71,678
562,1835
208,4665
36,239
132,258
102,616
78,561
58,447
75,875
618,3612
276,1821
88,175
46,430
4069,13005
133,738
88,1450
153,909
147,792
174,1312
13,147
56,434
268,1267
1444,27005
269,2368
56,223
68,319
113,1253
162,519
42,771
31,156
88,605
271,1256
96,706
115,647
98,506
