"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"AL","ALABAMA","0102580","Opelika City","300 Simmons St","Opelika","36801","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102610","Opp City","PO Box 840","Opp","36467","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102635","Oxford City","P O Box 7670","Oxford","36203","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102640","Ozark City","860 North US HWY 231","Ozark","36360","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102650","Pell City","3105 15th Avenue N","Pell City","35125","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102670","Perry County","PO Box 900","Marion","36756","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102700","Phenix City","PO Box 460","Phenix City","36868","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102730","Pickens County","377 LaDow Center Circle","Carrollton","35447","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102760","Piedmont City","502 Hood St W","Piedmont","36272","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102790","Pike County","101 W Love St","Troy","36081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102820","Randolph County","182 Circle Drive","Wedowee","36278","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102850","Roanoke City","PO Box 1367","Roanoke","36274","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102880","Russell County","PO Box 400","Phenix City","36868","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102910","Russellville City","1945 Waterloo Rd","Russellville","35653","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102940","Scottsboro City","305 S Scott St","Scottsboro","35768","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0102970","Selma City","PO Box 350","Selma","36702","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103000","Sheffield City","300 W 6th St","Sheffield","35660","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103030","Shelby County","PO Box 1910","Columbiana","35051","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103062","St Clair County","410 Roy Dr","Ashville","35953","No","Yes",0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,0,0,0,0
"AL","ALABAMA","0103090","Sumter County","PO Box 10","Livingston","35470","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103120","Sylacauga City","43 N Broadway Avenue","Sylacauga","35150","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103150","Talladega City","PO Box 946","Talladega","35161","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103180","Talladega County","PO Box 887","Talladega","35161","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103210","Tallapoosa County","679 East Columbus Street","Dadeville","36853","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103240","Tallassee City","308 King St","Tallassee","36078","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103270","Tarrant City","1318 Alabama St","Tarrant","35217","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103300","Thomasville City","PO Box 458","Thomasville","36784","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103330","Troy City","PO Box 529","Troy","36081","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103360","Tuscaloosa City","PO Box 038991","Tuscaloosa","35403","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103390","Tuscaloosa County","PO Drawer 2568","Tuscaloosa","35403","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103420","Tuscumbia City","303 N Commons St E","Tuscumbia","35674","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103430","Vestavia Hills City","1204 Montgomery Highway","Vestavia Hills","35216","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103450","Walker County","PO Box 311","Jasper","35502","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103480","Washington County","PO Box 1359","Chatom","36518","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103510","Wilcox County","PO Box 160","Camden","36726","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103540","Winfield City","PO Box 70","Winfield","35594","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AL","ALABAMA","0103580","Winston County","PO Box 9","Double Springs","35553","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200001","Lower Kuskokwim School District","PO Box 305","Bethel","99559","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200003","Lower Yukon School District","PO Box 32089","Mountain Village","99632","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200004","Yupiit School District","PO Box 51190","Akiachak","99551","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200005","Kashunamiut School District","PO Box 345","Chevak","99563","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200006","Mount Edgecumbe High School Agency","1330 Seward Ave","Sitka","99835","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200007","Aleutians East Borough School District","PO Box 429","Sand Point","99661","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200010","Aleutian Region School District","PO Box 92230","Anchorage","99509","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200020","Bering Strait School District","PO Box 225","Unalakleet","99684","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200030","Bristol Bay Borough School District","P0 BOX 169","Naknek","99633","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200050","Alaska Gateway School District","PO Box 226","Tok","99780","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200060","Cordova City School District","PO Box 1330","Cordova","99574","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200070","Copper River School District","PO Box 108","Glennallen","99588","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200090","Craig City School District","PO Box 800","Craig","99921","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200100","Delta-Greely School District","PO Box 527","Delta Junction","99737","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200120","Dillingham City School District","PO Box 170","Dillingham","99576","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200130","Galena City School District","PO Box 299","Galena","99741","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200150","Ketchikan Gateway Borough School District","333 Schoenbar Rd","Ketchikan","99901","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200180","Anchorage School District","5530 E Northern Lights Blvd","Anchorage","99504","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200210","Juneau Borough School District","10014 Crazy Horse Dr","Juneau","99801","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200240","Sitka School District","300 Kostrometinoff St","Sitka","99835","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200270","Haines Borough School District","PO Box 1289","Haines","99827","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200300","Hoonah City School District","PO Box 157","Hoonah","99829","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200330","Hydaburg City School District","PO Box 109","Hydaburg","99922","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200360","Kake City School District","PO Box 450","Kake","99830","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200390","Kenai Peninsula Borough School District","148 N Binkley St","Soldotna","99669","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200450","Klawock City School District","PO Box 9","Klawock","99925","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200480","Kodiak Island Borough School District","722 Mill Bay Rd","Kodiak","99615","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200485","Lake and Peninsula Borough School District","PO Box 498","King Salmon","99613","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200510","Matanuska-Susitna Borough School District","501 N Gulkana St","Palmer","99645","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200520","Iditarod Area School District","PO Box 90","McGrath","99627","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200525","Annette Island School District","PO Box 7","Metlakatla","99926","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200540","Nenana City School District","PO Box 10","Nenana","99760","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200570","Nome Public Schools","PO Box 131","Nome","99762","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200600","Fairbanks North Star Borough School District","520 Fifth Ave","Fairbanks","99701","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200610","North Slope Borough School District","PO Box 169","Utqiagvik","99723","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200625","Northwest Arctic Borough School District","PO Box 51","Kotzebue","99752","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200630","Pelican City School District","PO Box 90","Pelican","99832","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200660","Petersburg Borough School District","PO Box 289","Petersburg","99833","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200670","Pribilof School District","PO Box 207","St. Paul Island","99660","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200680","Saint Mary's School District","PO Box 9","Saint Mary's","99658","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200690","Skagway School District","PO Box 497","Skagway","99840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200700","Southeast Island School District","PO Box 19569","Thorne Bay","99919","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200710","Southwest Region School District","PO Box 90","Dillingham","99576","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200715","Tanana City School District","PO Box 89","Tanana","99777","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200720","Unalaska City School District","PO Box 570","Unalaska","99685","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200730","Chatham School District","PO Box 109","Angoon","99820","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200760","Kuspuk School District","PO Box 49","Aniak","99557","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200770","Denali Borough School District","PO Box 280","Healy","99743","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200775","Yukon Flats School District","PO Box 350","Fort Yukon","99740","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200780","Valdez City School District","PO Box 398","Valdez","99686","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200800","Chugach School District","9312 Vanguard Dr Ste 100","Anchorage","99507","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200810","Wrangell Public School District","PO Box 2319","Wrangell","99929","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200840","Yakutat School District","PO Box 429","Yakutat","99689","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AK","ALASKA","0200862","Yukon-Koyukuk School District","4762 Old Airport Way","Fairbanks","99709","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400001","Cave Creek Unified District","P O Box 426","Cave Creek","85327","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400003","Chino Valley Unified District","650 East Center Street","Chino Valley","86323","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400004","Clarkdale-Jerome Elementary District","1615 Main St","Clarkdale","86324","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400005","Salome Consolidated Elementary District","P O Box 339","Salome","85348","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400016","Center for Academic Success  Inc.","900 Carmelita Drive","Sierra Vista","85635","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400018","Pine Forest Education Association  Inc.","2257 E. Cedar Ave.","Flagstaff","86004","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400019","Flagstaff Arts And Leadership Academy","3401 N Fort Valley Road","Flagstaff","86001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400020","Flagstaff Montessori  L.L.C.","43551 Mission Blvd Ste 109","Fremont","94539","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400021","Colorado City Unified District","P O Box 309","Colorado City","86021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400022","Vernon Elementary District","P O Box 89","Vernon","85940","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400023","Pinon Unified District","P O Box 839","Pinon","86510","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400026","Heber-Overgaard Unified District","PO Box 547","Heber","85928","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400028","Triumphant Learning Center","201 E. Main St.","Safford","85546","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400031","Ridgeline Academy  Inc.","33625 N North Valley Parkway","Phoenix","85085","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400033","Boys & Girls Clubs of the East Valley dba Mesa Arts Academy","221 West Sixth Avenue","Mesa","85210","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400034","Reid Traditional Schools' Valley Academy  Inc.","14841 N. Black Canyon Highway","Phoenix","85023","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400036","Foothills Academy","7191 E. Ashler Hills Drive","Scottsdale","85266","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400037","Twenty First Century Charter School  Inc. Bennett Academy","2930 W. Bethany Home Road","Phoenix","85017","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400040","STEP UP Schools  Inc.","44 East 5th Street","Mesa","85201","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400041","Maricopa County Community College District dba Gateway Early","108 North 40th Street","Phoenix","85034","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400043","New School For The Arts","1216 East Apache Boulevard","Tempe","85281","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400047","Salt River Pima-Maricopa  Community Schools","10005 E Osborn Rd","Scottsdale","85256","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400052","Espiritu Community Development Corp. 1","4848 South 2nd Street","Phoenix","85040","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400053","Heritage Academy  Inc.","32 South Center","Mesa","85210","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400054","Villa Montessori Charter School","2802 E. Meadowbrook Ave","Phoenix","85016","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400055","EduPreneurship  Inc.","7310 N. 27th Ave.","Phoenix","85051","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400056","Arizona School For The Arts","1410 N Third Street","Phoenix","85004","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400057","Arizona Call-a-Teen Youth Resources  Inc.","649 N 6th Ave","Phoenix","85003","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400061","Intelli-School  Inc.","2222 W. Northern Ave.","Phoenix","85021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400065","Benjamin Franklin Charter School","690 E. Warner Rd.","Gilbert","85296","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400067","Victory High School  Inc.","P.O. Box 8374","Phoenix","85066","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400068","Montessori Day Public Schools Chartered  Inc.","9201 North 7th Avenue","Phoenix","85021","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400069","Khalsa Montessori Elementary Schools","2536 North 3rd Street","Phoenix","85004","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400070","Tempe Preparatory Academy","1251 E. Southern Ave.","Tempe","85282","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400071","Bright Beginnings School  Inc.","400 N. Andersen Blvd.","Chandler","85224","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"AZ","ARIZONA","0400072","Montessori Education Centre Charter School","2834 East Southern Ave","Mesa","85204","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
